symbol,marketcap,exchange,exchangeName
CPLP,367305716,XNAS,Nasdaq All Markets
CPLS,35265000,XNAS,Nasdaq All Markets
CPNG,23686677515,XNYS,New York Stock Exchange Inc
CPOP,21761438,XNAS,Nasdaq All Markets
CPRI,5498449494,XNYS,New York Stock Exchange Inc
CPRT,47534701000,XNAS,Nasdaq All Markets
CPRX,1594178905,XNAS,Nasdaq All Markets
CPS,306631051,XNYS,New York Stock Exchange Inc
CPSH,35572077,XNAS,Nasdaq All Markets
CPSI,147597333,XNAS,Nasdaq All Markets
CPSS,183535146,XNAS,Nasdaq All Markets
CPT,9695893217,XNYS,New York Stock Exchange Inc
CPTN,41122796,XNAS,Nasdaq All Markets
CPTNW,41122796,XNAS,Nasdaq All Markets
CPZ,296446129,XNAS,Nasdaq All Markets
CQP,24845728184,XNYS,New York Stock Exchange Inc
CR,6972315938,XNYS,New York Stock Exchange Inc
CRAI,772568240,XNAS,Nasdaq All Markets
CRBG,14854297380,XNYS,New York Stock Exchange Inc
CRBP,229322374,XNAS,Nasdaq All Markets
CRBU,585856276,XNAS,Nasdaq All Markets
CRC,3608031766,XNYS,New York Stock Exchange Inc
CRCT,269492528,XNAS,Nasdaq All Markets
CRD.A,607220454,XNYS,New York Stock Exchange Inc
CRD.B,608613625,XNYS,New York Stock Exchange Inc
CRDF,81312448,XNAS,Nasdaq All Markets
CRDL,67312847,XNAS,Nasdaq All Markets
CRDO,3316765502,XNAS,Nasdaq All Markets
CREG,10830284,XNAS,Nasdaq All Markets
CRESW,487223467,XNAS,Nasdaq All Markets
CRESY,478905018,XNAS,Nasdaq All Markets
CREV,30873342,XNAS,Nasdaq All Markets
CREVW,30873342,XNAS,Nasdaq All Markets
CREX,33725247,XNAS,Nasdaq All Markets
CRGE,21267443,XNAS,Nasdaq All Markets
CRGO,139580465,XNAS,Nasdaq All Markets
CRGX,885910553,XNAS,Nasdaq All Markets
CRGY,944569808,XNYS,New York Stock Exchange Inc
CRH,51613094669,XNYS,New York Stock Exchange Inc
CRI,2967158905,XNYS,New York Stock Exchange Inc
CRIS,63184591,XNAS,Nasdaq All Markets
CRK,2064554468,XNYS,New York Stock Exchange Inc
CRKN,3580728,XNAS,Nasdaq All Markets
CRL,11389630500,XNYS,New York Stock Exchange Inc
CRM,2.73397E+11,XNYS,New York Stock Exchange Inc
CRMD,174302294,XNAS,Nasdaq All Markets
CRMT,413233048,XNAS,Nasdaq All Markets
CRNC,637621946,XNAS,Nasdaq All Markets
CRNT,218897019,XNAS,Nasdaq All Markets
CRNX,2479588420,XNAS,Nasdaq All Markets
CRON,806447074,XNAS,Nasdaq All Markets
CROX,6484503000,XNAS,Nasdaq All Markets
CRS,3060356189,XNYS,New York Stock Exchange Inc
CRSP,5897859116,XNAS,Nasdaq All Markets
CRSR,1351593718,XNAS,Nasdaq All Markets
CRT,101880000,XNYS,New York Stock Exchange Inc
CRTO,1771035791,XNAS,Nasdaq All Markets
CRUS,4837968065,XNAS,Nasdaq All Markets
CRVL,4180747326,XNAS,Nasdaq All Markets
CRVO,81372617,XNAS,Nasdaq All Markets
CRVS,109846424,XNAS,Nasdaq All Markets
CRWD,77111713320,XNAS,Nasdaq All Markets
CRWS,53716284,XNAS,Nasdaq All Markets
CSA,33307250,XNAS,Nasdaq All Markets
CSAN,6741970178,XNYS,New York Stock Exchange Inc
CSB,330029520,XNAS,Nasdaq All Markets
CSBR,81698540,XNAS,Nasdaq All Markets
CSCO,2.00736E+11,XNAS,Nasdaq All Markets
CSF,49469100,XNAS,Nasdaq All Markets
CSGP,32771160282,XNAS,Nasdaq All Markets
CSGS,1583695229,XNAS,Nasdaq All Markets
CSIQ,1441710329,XNAS,Nasdaq All Markets
CSL,16756537000,XNYS,New York Stock Exchange Inc
CSLM,104294659,XNAS,Nasdaq All Markets
CSLMR,104294659,XNAS,Nasdaq All Markets
CSLMU,105948581,XNAS,Nasdaq All Markets
CSLMW,104294659,XNAS,Nasdaq All Markets
CSLR,56129550,XNAS,Nasdaq All Markets
CSLRW,55697784,XNAS,Nasdaq All Markets
CSML,185077470,XNAS,Nasdaq All Markets
CSPI,143198186,XNAS,Nasdaq All Markets
CSQ,2441299664,XNAS,Nasdaq All Markets
CSR,797258258,XNYS,New York Stock Exchange Inc
CSR-C,820664963,XNYS,New York Stock Exchange Inc
CSSE,4723139,XNAS,Nasdaq All Markets
CSSEL,4723139,XNAS,Nasdaq All Markets
CSSEN,,XNAS,Nasdaq All Markets
CSSEP,4723139,XNAS,Nasdaq All Markets
CSTE,138374285,XNAS,Nasdaq All Markets
CSTL,606025541,XNAS,Nasdaq All Markets
CSTM,2646491197,XNYS,New York Stock Exchange Inc
CSTR,360388261,XNAS,Nasdaq All Markets
CSV,367345375,XNYS,New York Stock Exchange Inc
CSWC,1003179784,XNAS,Nasdaq All Markets
CSWCZ,1010056765,XNAS,Nasdaq All Markets
CSWI,3470886193,XNAS,Nasdaq All Markets
CSX,72188066709,XNAS,Nasdaq All Markets
CTA-A,39340000,XNYS,New York Stock Exchange Inc
CTA-B,114572689,XNYS,New York Stock Exchange Inc
CTAS,61824410778,XNAS,Nasdaq All Markets
CTBB,0,XNYS,New York Stock Exchange Inc
CTBI,706223722,XNAS,Nasdaq All Markets
CTCX,62710354,XNAS,Nasdaq All Markets
CTCXW,62710354,XNAS,Nasdaq All Markets
CTDD,0,XNYS,New York Stock Exchange Inc
CTEC,56227600,XNAS,Nasdaq All Markets
CTHR,13048331,XNAS,Nasdaq All Markets
CTKB,1072193808,XNAS,Nasdaq All Markets
CTLP,457165304,XNAS,Nasdaq All Markets
CTLT,10218876757,XNYS,New York Stock Exchange Inc
CTMX,95124244,XNAS,Nasdaq All Markets
CTNT,16142220,XNAS,Nasdaq All Markets
CTO,371150224,XNYS,New York Stock Exchange Inc
CTO-A,376681029,XNYS,New York Stock Exchange Inc
CTOS,1635799137,XNYS,New York Stock Exchange Inc
CTOS+,,XNYS,New York Stock Exchange Inc
CTR,256075192,XNYS,New York Stock Exchange Inc
CTRA,18206799856,XNYS,New York Stock Exchange Inc
CTRE,2955249312,XNYS,New York Stock Exchange Inc
CTRM,41609517,XNAS,Nasdaq All Markets
CTRN,251716404,XNAS,Nasdaq All Markets
CTS,1411147179,XNYS,New York Stock Exchange Inc
CTSH,37610955075,XNAS,Nasdaq All Markets
CTSO,43549739,XNAS,Nasdaq All Markets
CTV,208737925,XNYS,New York Stock Exchange Inc
CTV+,,XNYS,New York Stock Exchange Inc
CTVA,37524337010,XNYS,New York Stock Exchange Inc
CTXR,114455935,XNAS,Nasdaq All Markets
CUBA,18377230,XNAS,Nasdaq All Markets
CUBB,1649711080,XNYS,New York Stock Exchange Inc
CUBE,9646535441,XNYS,New York Stock Exchange Inc
CUBI,1618123188,XNYS,New York Stock Exchange Inc
CUBI-E,1646623616,XNYS,New York Stock Exchange Inc
CUBI-F,1647443629,XNYS,New York Stock Exchange Inc
CUE,106490943,XNAS,Nasdaq All Markets
CUK,1967780424,XNYS,New York Stock Exchange Inc
CULL,77138306,XNAS,Nasdaq All Markets
CULP,62848311,XNYS,New York Stock Exchange Inc
CURI,26537976,XNAS,Nasdaq All Markets
CURIW,26537976,XNAS,Nasdaq All Markets
CURO,8260108,XNYS,New York Stock Exchange Inc
CURV,502816215,XNYS,New York Stock Exchange Inc
CUTR,54147621,XNAS,Nasdaq All Markets
CUZ,3419451638,XNYS,New York Stock Exchange Inc
CVAC,777849421,XNAS,Nasdaq All Markets
CVBF,2369440887,XNAS,Nasdaq All Markets
CVCO,2970102282,XNAS,Nasdaq All Markets
CVCY,209359727,XNAS,Nasdaq All Markets
CVE,30294718044,XNYS,New York Stock Exchange Inc
CVE+,,XNYS,New York Stock Exchange Inc
CVEO,322198046,XNYS,New York Stock Exchange Inc
CVGI,213197218,XNAS,Nasdaq All Markets
CVGW,496047539,XNAS,Nasdaq All Markets
CVI,3506004640,XNYS,New York Stock Exchange Inc
CVII,615840594,XNAS,Nasdaq All Markets
CVKD,12501844,XNAS,Nasdaq All Markets
CVLG,559825510,XNAS,Nasdaq All Markets
CVLT,4017960673,XNAS,Nasdaq All Markets
CVLY,226149418,XNAS,Nasdaq All Markets
CVNA,9885249659,XNYS,New York Stock Exchange Inc
CVRX,470873903,XNAS,Nasdaq All Markets
CVS,96283975300,XNYS,New York Stock Exchange Inc
CVV,32621163,XNAS,Nasdaq All Markets
CVX,2.84606E+11,XNYS,New York Stock Exchange Inc
CW,8681903723,XNYS,New York Stock Exchange Inc
CWAN,1696370037,XNYS,New York Stock Exchange Inc
CWBC,124877902,XNAS,Nasdaq All Markets
CWCO,469668114,XNAS,Nasdaq All Markets
CWD,16774386,XNAS,Nasdaq All Markets
CWEN,2611945346,XNYS,New York Stock Exchange Inc
CWEN.A,2610481640,XNYS,New York Stock Exchange Inc
CWH,1124430069,XNYS,New York Stock Exchange Inc
CWK,2260034566,XNYS,New York Stock Exchange Inc
CWST,5056554169,XNAS,Nasdaq All Markets
CWT,2676059070,XNYS,New York Stock Exchange Inc
CX,10580692317,XNYS,New York Stock Exchange Inc
CXAI,19906978,XNAS,Nasdaq All Markets
CXAIW,20288337,XNAS,Nasdaq All Markets
CXDO,162976621,XNAS,Nasdaq All Markets
CXE,112862267,XNYS,New York Stock Exchange Inc
CXH,68600145,XNYS,New York Stock Exchange Inc
CXM,1903410882,XNYS,New York Stock Exchange Inc
CXSE,409403750,XNAS,Nasdaq All Markets
CXT,3345989669,XNYS,New York Stock Exchange Inc
CXW,1686468318,XNYS,New York Stock Exchange Inc
CYAN,3925362,XNAS,Nasdaq All Markets
CYBR,10897598743,XNAS,Nasdaq All Markets
CYCC,31100078,XNAS,Nasdaq All Markets
CYCCP,31100079,XNAS,Nasdaq All Markets
CYCN,8949051,XNAS,Nasdaq All Markets
CYD,352198460,XNYS,New York Stock Exchange Inc
CYH,530787542,XNYS,New York Stock Exchange Inc
CYN,7265352,XNAS,Nasdaq All Markets
CYRX,739841764,XNAS,Nasdaq All Markets
CYT,110874049,XNAS,Nasdaq All Markets
CYTH,37963111,XNAS,Nasdaq All Markets
CYTHW,37963111,XNAS,Nasdaq All Markets
CYTK,7614846226,XNAS,Nasdaq All Markets
CYTO,2637153,XNAS,Nasdaq All Markets
CZAR,532530,XNAS,Nasdaq All Markets
CZFS,244764833,XNAS,Nasdaq All Markets
CZNC,300912890,XNAS,Nasdaq All Markets
CZOO,195119120,XNYS,New York Stock Exchange Inc
CZR,9197903651,XNAS,Nasdaq All Markets
CZWI,120592408,XNAS,Nasdaq All Markets
D,36480155232,XNYS,New York Stock Exchange Inc
DAC,1537216489,XNYS,New York Stock Exchange Inc
DADA,459829661,XNAS,Nasdaq All Markets
DAIO,28505722,XNAS,Nasdaq All Markets
DAKT,352354667,XNAS,Nasdaq All Markets
DAL,25397501701,XNYS,New York Stock Exchange Inc
DALI,121327546,XNAS,Nasdaq All Markets
DALN,20500037,XNAS,Nasdaq All Markets
DAN,1918254040,XNYS,New York Stock Exchange Inc
DAO,142806148,XNYS,New York Stock Exchange Inc
DAPP,88350000,XNAS,Nasdaq All Markets
DAR,6641329066,XNYS,New York Stock Exchange Inc
DARE,35383881,XNAS,Nasdaq All Markets
DASH,43504913257,XNAS,Nasdaq All Markets
DATS,2545018,XNAS,Nasdaq All Markets
DATSW,2545018,XNAS,Nasdaq All Markets
DAVA,3916094564,XNYS,New York Stock Exchange Inc
DAVE,222174239,XNAS,Nasdaq All Markets
DAWN,1280401544,XNAS,Nasdaq All Markets
DAX,54990000,XNAS,Nasdaq All Markets
DAY,11063587500,XNYS,New York Stock Exchange Inc
DB,25921286794,XNYS,New York Stock Exchange Inc
DBD,1192741709,XNYS,New York Stock Exchange Inc
DBGI,8724426,XNAS,Nasdaq All Markets
DBGIW,2457768,XNAS,Nasdaq All Markets
DBI,445804592,XNYS,New York Stock Exchange Inc
DBL,242354226,XNYS,New York Stock Exchange Inc
DBRG,3145720070,XNYS,New York Stock Exchange Inc
DBRG-H,3373552664,XNYS,New York Stock Exchange Inc
DBRG-I,3366393428,XNYS,New York Stock Exchange Inc
DBRG-J,3365654159,XNYS,New York Stock Exchange Inc
DBVT,160076738,XNAS,Nasdaq All Markets
DBX,8576167236,XNAS,Nasdaq All Markets
DCBO,1360815614,XNAS,Nasdaq All Markets
DCF,126606127,XNYS,New York Stock Exchange Inc
DCFC,22789217,XNAS,Nasdaq All Markets
DCGO,380780046,XNAS,Nasdaq All Markets
DCI,7980616079,XNYS,New York Stock Exchange Inc
DCO,729562000,XNYS,New York Stock Exchange Inc
DCOM,729832657,XNAS,Nasdaq All Markets
DCOMP,751711404,XNAS,Nasdaq All Markets
DCPH,1220080936,XNAS,Nasdaq All Markets
DCTH,101412065,XNAS,Nasdaq All Markets
DD,28511817220,XNYS,New York Stock Exchange Inc
DDD,699194417,XNYS,New York Stock Exchange Inc
DDI,513869173,XNAS,Nasdaq All Markets
DDIV,42705381,XNAS,Nasdaq All Markets
DDL,257826046,XNYS,New York Stock Exchange Inc
DDOG,40372081669,XNAS,Nasdaq All Markets
DDS,4994078823,XNYS,New York Stock Exchange Inc
DDT,0,XNYS,New York Stock Exchange Inc
DE,1.0643E+11,XNYS,New York Stock Exchange Inc
DEA,1099570718,XNYS,New York Stock Exchange Inc
DEC,541089371,XNYS,New York Stock Exchange Inc
DECA,21622755,XNAS,Nasdaq All Markets
DECAU,21622755,XNAS,Nasdaq All Markets
DECK,21634459227,XNYS,New York Stock Exchange Inc
DEI,2095893266,XNYS,New York Stock Exchange Inc
DELL,22474250094,XNYS,New York Stock Exchange Inc
DEMZ,31670000,XNAS,Nasdaq All Markets
DENN,531119867,XNAS,Nasdaq All Markets
DEO,80724910240,XNYS,New York Stock Exchange Inc
DERM,61416485,XNAS,Nasdaq All Markets
DESP,540672002,XNYS,New York Stock Exchange Inc
DFGP,200818220,XNAS,Nasdaq All Markets
DFGX,146598760,XNAS,Nasdaq All Markets
DFH,1035129264,XNYS,New York Stock Exchange Inc
DFIN,1840476077,XNYS,New York Stock Exchange Inc
DFLI,28584390,XNAS,Nasdaq All Markets
DFLIW,29840912,XNAS,Nasdaq All Markets
DFP,376258670,XNYS,New York Stock Exchange Inc
DFS,26911237117,XNYS,New York Stock Exchange Inc
DG,28642196674,XNYS,New York Stock Exchange Inc
DGCB,125784000,XNAS,Nasdaq All Markets
DGHI,60126805,XNAS,Nasdaq All Markets
DGICA,480924659,XNAS,Nasdaq All Markets
DGICB,477642195,XNAS,Nasdaq All Markets
DGII,1061593599,XNAS,Nasdaq All Markets
DGLY,5895583,XNAS,Nasdaq All Markets
DGRE,126225000,XNAS,Nasdaq All Markets
DGRS,319618750,XNAS,Nasdaq All Markets
DGRW,11899384000,XNAS,Nasdaq All Markets
DGX,14379311766,XNYS,New York Stock Exchange Inc
DH,1073708261,XNAS,Nasdaq All Markets
DHAC,42526799,XNAS,Nasdaq All Markets
DHACU,42526799,XNAS,Nasdaq All Markets
DHACW,42526799,XNAS,Nasdaq All Markets
DHAI,9537496,XNAS,Nasdaq All Markets
DHAIW,8976467,XNAS,Nasdaq All Markets
DHC,623968656,XNAS,Nasdaq All Markets
DHCA,49625410,XNAS,Nasdaq All Markets
DHCAU,49625405,XNAS,Nasdaq All Markets
DHCAW,49625410,XNAS,Nasdaq All Markets
DHCNI,,XNAS,Nasdaq All Markets
DHCNL,680474482,XNAS,Nasdaq All Markets
DHF,169476124,XNYS,New York Stock Exchange Inc
DHI,47005236168,XNYS,New York Stock Exchange Inc
DHIL,459513044,XNAS,Nasdaq All Markets
DHR,1.79589E+11,XNYS,New York Stock Exchange Inc
DHT,1825746250,XNYS,New York Stock Exchange Inc
DHX,122242679,XNYS,New York Stock Exchange Inc
DIAX,524047216,XNYS,New York Stock Exchange Inc
DIBS,190710553,XNAS,Nasdaq All Markets
DIN,683353016,XNYS,New York Stock Exchange Inc
DINO,10645447500,XNYS,New York Stock Exchange Inc
DIOD,3107598042,XNAS,Nasdaq All Markets
DIP,1065244,XNYS,New York Stock Exchange Inc
DIS,2.02085E+11,XNYS,New York Stock Exchange Inc
DIST,68315478,XNAS,Nasdaq All Markets
DISTR,68315478,XNAS,Nasdaq All Markets
DIVD,6974176,XNAS,Nasdaq All Markets
DJCO,463562033,XNAS,Nasdaq All Markets
DK,1785023906,XNYS,New York Stock Exchange Inc
DKL,1948761047,XNYS,New York Stock Exchange Inc
DKNG,20048403119,XNAS,Nasdaq All Markets
DKS,9529086000,XNYS,New York Stock Exchange Inc
DLB,4678533767,XNYS,New York Stock Exchange Inc
DLHC,238720127,XNAS,Nasdaq All Markets
DLNG,108934651,XNYS,New York Stock Exchange Inc
DLNG-A,75150000,XNYS,New York Stock Exchange Inc
DLNG-B,56254000,XNYS,New York Stock Exchange Inc
DLO,2593801950,XNAS,Nasdaq All Markets
DLPN,26667776,XNAS,Nasdaq All Markets
DLR,42437149111,XNYS,New York Stock Exchange Inc
DLR-J,43398849146,XNYS,New York Stock Exchange Inc
DLR-K,43304084602,XNYS,New York Stock Exchange Inc
DLR-L,43159029582,XNYS,New York Stock Exchange Inc
DLTH,152755310,XNAS,Nasdaq All Markets
DLTR,30227552539,XNAS,Nasdaq All Markets
DLX,859869286,XNYS,New York Stock Exchange Inc
DLY,742200659,XNYS,New York Stock Exchange Inc
DM,196627799,XNYS,New York Stock Exchange Inc
DMA,0,XNYS,New York Stock Exchange Inc
DMAC,119554190,XNAS,Nasdaq All Markets
DMAT,5764150,XNAS,Nasdaq All Markets
DMB,189581512,XNYS,New York Stock Exchange Inc
DMLP,1170942525,XNAS,Nasdaq All Markets
DMO,129752089,XNYS,New York Stock Exchange Inc
DMRC,788053148,XNAS,Nasdaq All Markets
DMTK,44173498,XNAS,Nasdaq All Markets
DMXF,582660000,XNAS,Nasdaq All Markets
DNA,2234830058,XNYS,New York Stock Exchange Inc
DNA+,,XNYS,New York Stock Exchange Inc
DNB,4712230962,XNYS,New York Stock Exchange Inc
DNLI,2422983012,XNAS,Nasdaq All Markets
DNMR,90372636,XNYS,New York Stock Exchange Inc
DNOW,1026627340,XNYS,New York Stock Exchange Inc
DNP,3073043148,XNYS,New York Stock Exchange Inc
DNTH,692056017,XNAS,Nasdaq All Markets
DNUT,2165667000,XNAS,Nasdaq All Markets
DO,1236049784,XNYS,New York Stock Exchange Inc
DOC,2684191523,XNYS,New York Stock Exchange Inc
DOCN,3264039083,XNYS,New York Stock Exchange Inc
DOCS,3580555499,XNYS,New York Stock Exchange Inc
DOCU,10416943306,XNAS,Nasdaq All Markets
DOGZ,74412047,XNAS,Nasdaq All Markets
DOLE,1037962104,XNYS,New York Stock Exchange Inc
DOMA,54821907,XNYS,New York Stock Exchange Inc
DOMH,11759686,XNAS,Nasdaq All Markets
DOMO,357400533,XNAS,Nasdaq All Markets
DOOO,2173251315,XNAS,Nasdaq All Markets
DOOR,2849948353,XNYS,New York Stock Exchange Inc
DORM,2602650145,XNAS,Nasdaq All Markets
DOUG,153463664,XNYS,New York Stock Exchange Inc
DOV,22204399462,XNYS,New York Stock Exchange Inc
DOW,37251194989,XNYS,New York Stock Exchange Inc
DOX,10331301985,XNAS,Nasdaq All Markets
DOYU,233500910,XNAS,Nasdaq All Markets
DPCS,44815798,XNAS,Nasdaq All Markets
DPCSU,44815802,XNAS,Nasdaq All Markets
DPG,331982329,XNYS,New York Stock Exchange Inc
DPRO,22428416,XNAS,Nasdaq All Markets
DPZ,14693614089,XNYS,New York Stock Exchange Inc
DQ,1467282859,XNYS,New York Stock Exchange Inc
DRCT,48714000,XNAS,Nasdaq All Markets
DRD,604779803,XNYS,New York Stock Exchange Inc
DRH,1884548501,XNYS,New York Stock Exchange Inc
DRH-A,1951629211,XNYS,New York Stock Exchange Inc
DRI,19324251868,XNYS,New York Stock Exchange Inc
DRIO,55517927,XNAS,Nasdaq All Markets
DRIV,627150847,XNAS,Nasdaq All Markets
DRLL,320276000,XNYS,New York Stock Exchange Inc
DRMA,1572747,XNAS,Nasdaq All Markets
DRMAW,1572747,XNAS,Nasdaq All Markets
DRQ,698359773,XNYS,New York Stock Exchange Inc
DRRX,25056268,XNAS,Nasdaq All Markets
DRS,5247400160,XNAS,Nasdaq All Markets
DRTS,221616401,XNAS,Nasdaq All Markets
DRTSW,218837512,XNAS,Nasdaq All Markets
DRUG,8424290,XNAS,Nasdaq All Markets
DRVN,2129010537,XNAS,Nasdaq All Markets
DSAQ,61483288,XNYS,New York Stock Exchange Inc
DSAQ=,61494477,XNYS,New York Stock Exchange Inc
DSGN,130204631,XNAS,Nasdaq All Markets
DSGR,1538890115,XNAS,Nasdaq All Markets
DSGX,7405074575,XNAS,Nasdaq All Markets
DSKE,380151054,XNAS,Nasdaq All Markets
DSL,1281080160,XNYS,New York Stock Exchange Inc
DSM,286397656,XNYS,New York Stock Exchange Inc
DSMC,51850000,XNYS,New York Stock Exchange Inc
DSP,131633058,XNAS,Nasdaq All Markets
DSTX,33611000,XNYS,New York Stock Exchange Inc
DSU,525298216,XNYS,New York Stock Exchange Inc
DSWL,36969754,XNAS,Nasdaq All Markets
DSX,304410484,XNYS,New York Stock Exchange Inc
DSX+,,XNYS,New York Stock Exchange Inc
DSX-B,315054209,XNYS,New York Stock Exchange Inc
DT,15424520709,XNYS,New York Stock Exchange Inc
DTB,21531630767,XNYS,New York Stock Exchange Inc
DTC,159656075,XNYS,New York Stock Exchange Inc
DTCK,24580875,XNAS,Nasdaq All Markets
DTE,21343109589,XNYS,New York Stock Exchange Inc
DTF,76692576,XNYS,New York Stock Exchange Inc
DTG,21566926569,XNYS,New York Stock Exchange Inc
DTI,89008018,XNAS,Nasdaq All Markets
DTIL,45231886,XNAS,Nasdaq All Markets
DTM,5025038308,XNYS,New York Stock Exchange Inc
DTSS,73100609,XNAS,Nasdaq All Markets
DTST,26615353,XNAS,Nasdaq All Markets
DTSTW,27447082,XNAS,Nasdaq All Markets
DTW,21644602558,XNYS,New York Stock Exchange Inc
DUET,59611134,XNAS,Nasdaq All Markets
DUETU,59611130,XNAS,Nasdaq All Markets
DUK,69799507646,XNYS,New York Stock Exchange Inc
DUK-A,70933402093,XNYS,New York Stock Exchange Inc
DUKB,70787229259,XNYS,New York Stock Exchange Inc
DUO,2499413130,XNAS,Nasdaq All Markets
DUOL,6635110924,XNAS,Nasdaq All Markets
DUOT,28408754,XNAS,Nasdaq All Markets
DV,6964900000,XNYS,New York Stock Exchange Inc
DVA,10388114000,XNYS,New York Stock Exchange Inc
DVAL,155043044,XNAS,Nasdaq All Markets
DVAX,1615760625,XNAS,Nasdaq All Markets
DVLU,22848054,XNAS,Nasdaq All Markets
DVN,26781260000,XNYS,New York Stock Exchange Inc
DVOL,46819302,XNAS,Nasdaq All Markets
DVY,17731892500,XNAS,Nasdaq All Markets
DWAC,1264726710,XNAS,Nasdaq All Markets
DWACU,1360650814,XNAS,Nasdaq All Markets
DWAS,803369600,XNAS,Nasdaq All Markets
DWAW,74235200,XNAS,Nasdaq All Markets
DWSH,16226100,XNAS,Nasdaq All Markets
DWSN,49299726,XNAS,Nasdaq All Markets
DWUS,100842500,XNAS,Nasdaq All Markets
DX,677192983,XNYS,New York Stock Exchange Inc
DX-C,692071416,XNYS,New York Stock Exchange Inc
DXC,4017668093,XNYS,New York Stock Exchange Inc
DXCM,45789594129,XNAS,Nasdaq All Markets
DXJS,56664000,XNAS,Nasdaq All Markets
DXLG,228390994,XNAS,Nasdaq All Markets
DXPE,544336264,XNAS,Nasdaq All Markets
DXR,42063731,XNAS,Nasdaq All Markets
DXYN,8381526,XNAS,Nasdaq All Markets
DY,3366867554,XNYS,New York Stock Exchange Inc
DYAI,38606822,XNAS,Nasdaq All Markets
DYFI,22302000,XNAS,Nasdaq All Markets
DYN,1905588947,XNAS,Nasdaq All Markets
DYNI,34710600,XNAS,Nasdaq All Markets
DYNT,2299599,XNAS,Nasdaq All Markets
DYTA,106514000,XNAS,Nasdaq All Markets
DZSI,45649075,XNAS,Nasdaq All Markets
E,52175120152,XNYS,New York Stock Exchange Inc
EA,36854261049,XNAS,Nasdaq All Markets
EAC,89319656,XNAS,Nasdaq All Markets
EACPU,89319660,XNAS,Nasdaq All Markets
EACPW,89319656,XNAS,Nasdaq All Markets
EAF,341554507,XNYS,New York Stock Exchange Inc
EAI,0,XNYS,New York Stock Exchange Inc
EAR,55227955,XNAS,Nasdaq All Markets
EARN,93073516,XNYS,New York Stock Exchange Inc
EAST,1733768,XNAS,Nasdaq All Markets
EAT,1949531626,XNYS,New York Stock Exchange Inc
EB,733634142,XNYS,New York Stock Exchange Inc
EBAY,21499575000,XNAS,Nasdaq All Markets
EBC,2409992724,XNAS,Nasdaq All Markets
EBF,517493980,XNYS,New York Stock Exchange Inc
EBIZ,72460543,XNAS,Nasdaq All Markets
EBMT,106382724,XNAS,Nasdaq All Markets
EBON,51294589,XNAS,Nasdaq All Markets
EBR,19805166470,XNYS,New York Stock Exchange Inc
EBR.B,19937807672,XNYS,New York Stock Exchange Inc
EBS,84830991,XNYS,New York Stock Exchange Inc
EBTC,336822305,XNAS,Nasdaq All Markets
EC,23960753836,XNYS,New York Stock Exchange Inc
ECAT,1715926359,XNYS,New York Stock Exchange Inc
ECBK,119142324,XNAS,Nasdaq All Markets
ECC,761247929,XNYS,New York Stock Exchange Inc
ECC-D,760852034,XNYS,New York Stock Exchange Inc
ECCC,763818642,XNYS,New York Stock Exchange Inc
ECCF,763076447,XNYS,New York Stock Exchange Inc
ECCV,768958321,XNYS,New York Stock Exchange Inc
ECCW,764864497,XNYS,New York Stock Exchange Inc
ECCX,769581989,XNYS,New York Stock Exchange Inc
ECDA,6459518,XNAS,Nasdaq All Markets
ECDAW,6459518,XNAS,Nasdaq All Markets
ECL,62435640686,XNYS,New York Stock Exchange Inc
ECO,936707200,XNYS,New York Stock Exchange Inc
ECOR,42917303,XNAS,Nasdaq All Markets
ECOW,86152000,XNAS,Nasdaq All Markets
ECPG,1184782502,XNAS,Nasdaq All Markets
ECVT,1074081279,XNYS,New York Stock Exchange Inc
ECX,806174355,XNAS,Nasdaq All Markets
ECXWW,804732182,XNAS,Nasdaq All Markets
ED,29740683961,XNYS,New York Stock Exchange Inc
EDAP,227897227,XNAS,Nasdaq All Markets
EDBL,2706757,XNAS,Nasdaq All Markets
EDBLW,2687358,XNAS,Nasdaq All Markets
EDD,310141518,XNYS,New York Stock Exchange Inc
EDF,76196662,XNYS,New York Stock Exchange Inc
EDIT,621536766,XNAS,Nasdaq All Markets
EDN,375738823,XNYS,New York Stock Exchange Inc
EDOC,67463400,XNAS,Nasdaq All Markets
EDR,7263934606,XNYS,New York Stock Exchange Inc
EDRY,58060057,XNAS,Nasdaq All Markets
EDSA,17666703,XNAS,Nasdaq All Markets
EDTK,14750167,XNAS,Nasdaq All Markets
EDU,15193786693,XNYS,New York Stock Exchange Inc
EDUC,14827982,XNAS,Nasdaq All Markets
EE,369888523,XNYS,New York Stock Exchange Inc
EEA,58047754,XNYS,New York Stock Exchange Inc
EEFT,4881492680,XNAS,Nasdaq All Markets
EEIQ,20120449,XNAS,Nasdaq All Markets
EEMA,399156000,XNAS,Nasdaq All Markets
EEX,393706568,XNYS,New York Stock Exchange Inc
EFAS,9840600,XNAS,Nasdaq All Markets
EFC,805322511,XNYS,New York Stock Exchange Inc
EFC-A,815484774,XNYS,New York Stock Exchange Inc
EFC-B,827116505,XNYS,New York Stock Exchange Inc
EFC-C,824367303,XNYS,New York Stock Exchange Inc
EFC-D,830660181,XNYS,New York Stock Exchange Inc
EFC-E,824532173,XNYS,New York Stock Exchange Inc
EFOI,5435863,XNAS,Nasdaq All Markets
EFR,379856521,XNYS,New York Stock Exchange Inc
EFRA,4662288,XNAS,Nasdaq All Markets
