symbol,marketcap,exchange,exchangeName
DRS,5247400160.0,XNAS,Nasdaq All Markets
DRTS,221616401.0,XNAS,Nasdaq All Markets
DRTSW,218837512.0,XNAS,Nasdaq All Markets
DRUG,8424290.0,XNAS,Nasdaq All Markets
DRVN,2129010537.0,XNAS,Nasdaq All Markets
DSAQ,61483288.0,XNYS,New York Stock Exchange Inc
DSAQ=,61494477.0,XNYS,New York Stock Exchange Inc
DSGN,130204631.0,XNAS,Nasdaq All Markets
DSGR,1538890115.0,XNAS,Nasdaq All Markets
DSGX,7405074575.0,XNAS,Nasdaq All Markets
DSKE,380151054.0,XNAS,Nasdaq All Markets
DSL,1281080160.0,XNYS,New York Stock Exchange Inc
DSM,286397656.0,XNYS,New York Stock Exchange Inc
DSMC,51850000.0,XNYS,New York Stock Exchange Inc
DSP,131633058.0,XNAS,Nasdaq All Markets
DSTX,33611000.0,XNYS,New York Stock Exchange Inc
DSU,525298216.0,XNYS,New York Stock Exchange Inc
DSWL,36969754.0,XNAS,Nasdaq All Markets
DSX,304410484.0,XNYS,New York Stock Exchange Inc
DSX-B,315054209.0,XNYS,New York Stock Exchange Inc
DT,15424520709.0,XNYS,New York Stock Exchange Inc
DTB,21531630767.0,XNYS,New York Stock Exchange Inc
DTC,159656075.0,XNYS,New York Stock Exchange Inc
DTCK,24580875.0,XNAS,Nasdaq All Markets
DTE,21343109589.0,XNYS,New York Stock Exchange Inc
DTF,76692576.0,XNYS,New York Stock Exchange Inc
DTG,21566926569.0,XNYS,New York Stock Exchange Inc
DTI,89008018.0,XNAS,Nasdaq All Markets
DTIL,45231886.0,XNAS,Nasdaq All Markets
DTM,5025038308.0,XNYS,New York Stock Exchange Inc
DTSS,73100609.0,XNAS,Nasdaq All Markets
DTST,26615353.0,XNAS,Nasdaq All Markets
DTSTW,27447082.0,XNAS,Nasdaq All Markets
DTW,21644602558.0,XNYS,New York Stock Exchange Inc
DUET,59611134.0,XNAS,Nasdaq All Markets
DUETU,59611130.0,XNAS,Nasdaq All Markets
DUK,69799507646.0,XNYS,New York Stock Exchange Inc
DUK-A,70933402093.0,XNYS,New York Stock Exchange Inc
DUKB,70787229259.0,XNYS,New York Stock Exchange Inc
DUO,2499413130.0,XNAS,Nasdaq All Markets
DUOL,6635110924.0,XNAS,Nasdaq All Markets
DUOT,28408754.0,XNAS,Nasdaq All Markets
DV,6964900000.0,XNYS,New York Stock Exchange Inc
DVA,10388114000.0,XNYS,New York Stock Exchange Inc
DVAL,155043044.0,XNAS,Nasdaq All Markets
DVAX,1615760625.0,XNAS,Nasdaq All Markets
DVLU,22848054.0,XNAS,Nasdaq All Markets
DVN,26781260000.0,XNYS,New York Stock Exchange Inc
DVOL,46819302.0,XNAS,Nasdaq All Markets
DVY,17731892500.0,XNAS,Nasdaq All Markets
DWAC,1264726710.0,XNAS,Nasdaq All Markets
DWACU,1360650814.0,XNAS,Nasdaq All Markets
DWAS,803369600.0,XNAS,Nasdaq All Markets
DWAW,74235200.0,XNAS,Nasdaq All Markets
DWSH,16226100.0,XNAS,Nasdaq All Markets
DWSN,49299726.0,XNAS,Nasdaq All Markets
DWUS,100842500.0,XNAS,Nasdaq All Markets
DX,677192983.0,XNYS,New York Stock Exchange Inc
DX-C,692071416.0,XNYS,New York Stock Exchange Inc
DXC,4017668093.0,XNYS,New York Stock Exchange Inc
DXCM,45789594129.0,XNAS,Nasdaq All Markets
DXJS,56664000.0,XNAS,Nasdaq All Markets
DXLG,228390994.0,XNAS,Nasdaq All Markets
DXPE,544336264.0,XNAS,Nasdaq All Markets
DXR,42063731.0,XNAS,Nasdaq All Markets
DXYN,8381526.0,XNAS,Nasdaq All Markets
DY,3366867554.0,XNYS,New York Stock Exchange Inc
DYAI,38606822.0,XNAS,Nasdaq All Markets
DYFI,22302000.0,XNAS,Nasdaq All Markets
DYN,1905588947.0,XNAS,Nasdaq All Markets
DYNI,34710600.0,XNAS,Nasdaq All Markets
DYNT,2299599.0,XNAS,Nasdaq All Markets
DYTA,106514000.0,XNAS,Nasdaq All Markets
DZSI,45649075.0,XNAS,Nasdaq All Markets
E,52175120152.0,XNYS,New York Stock Exchange Inc
EA,36854261049.0,XNAS,Nasdaq All Markets
EAC,89319656.0,XNAS,Nasdaq All Markets
EACPU,89319660.0,XNAS,Nasdaq All Markets
EACPW,89319656.0,XNAS,Nasdaq All Markets
EAF,341554507.0,XNYS,New York Stock Exchange Inc
EAI,0.0,XNYS,New York Stock Exchange Inc
EAR,55227955.0,XNAS,Nasdaq All Markets
EARN,93073516.0,XNYS,New York Stock Exchange Inc
EAST,1733768.0,XNAS,Nasdaq All Markets
EAT,1949531626.0,XNYS,New York Stock Exchange Inc
EB,733634142.0,XNYS,New York Stock Exchange Inc
EBAY,21499575000.0,XNAS,Nasdaq All Markets
EBC,2409992724.0,XNAS,Nasdaq All Markets
EBF,517493980.0,XNYS,New York Stock Exchange Inc
EBIZ,72460543.0,XNAS,Nasdaq All Markets
EBMT,106382724.0,XNAS,Nasdaq All Markets
EBON,51294589.0,XNAS,Nasdaq All Markets
EBR,19805166470.0,XNYS,New York Stock Exchange Inc
EBR.B,19937807672.0,XNYS,New York Stock Exchange Inc
EBS,84830991.0,XNYS,New York Stock Exchange Inc
EBTC,336822305.0,XNAS,Nasdaq All Markets
EC,23960753836.0,XNYS,New York Stock Exchange Inc
ECAT,1715926359.0,XNYS,New York Stock Exchange Inc
ECBK,119142324.0,XNAS,Nasdaq All Markets
ECC,761247929.0,XNYS,New York Stock Exchange Inc
ECC-D,760852034.0,XNYS,New York Stock Exchange Inc
ECCC,763818642.0,XNYS,New York Stock Exchange Inc
ECCF,763076447.0,XNYS,New York Stock Exchange Inc
ECCV,768958321.0,XNYS,New York Stock Exchange Inc
ECCW,764864497.0,XNYS,New York Stock Exchange Inc
ECCX,769581989.0,XNYS,New York Stock Exchange Inc
ECDA,6459518.0,XNAS,Nasdaq All Markets
ECDAW,6459518.0,XNAS,Nasdaq All Markets
ECL,62435640686.0,XNYS,New York Stock Exchange Inc
ECO,936707200.0,XNYS,New York Stock Exchange Inc
ECOR,42917303.0,XNAS,Nasdaq All Markets
ECOW,86152000.0,XNAS,Nasdaq All Markets
ECPG,1184782502.0,XNAS,Nasdaq All Markets
ECVT,1074081279.0,XNYS,New York Stock Exchange Inc
ECX,806174355.0,XNAS,Nasdaq All Markets
ECXWW,804732182.0,XNAS,Nasdaq All Markets
ED,29740683961.0,XNYS,New York Stock Exchange Inc
EDAP,227897227.0,XNAS,Nasdaq All Markets
EDBL,2706757.0,XNAS,Nasdaq All Markets
EDBLW,2687358.0,XNAS,Nasdaq All Markets
EDD,310141518.0,XNYS,New York Stock Exchange Inc
EDF,76196662.0,XNYS,New York Stock Exchange Inc
EDIT,621536766.0,XNAS,Nasdaq All Markets
EDN,375738823.0,XNYS,New York Stock Exchange Inc
EDOC,67463400.0,XNAS,Nasdaq All Markets
EDR,7263934606.0,XNYS,New York Stock Exchange Inc
EDRY,58060057.0,XNAS,Nasdaq All Markets
EDSA,17666703.0,XNAS,Nasdaq All Markets
EDTK,14750167.0,XNAS,Nasdaq All Markets
EDU,15193786693.0,XNYS,New York Stock Exchange Inc
EDUC,14827982.0,XNAS,Nasdaq All Markets
EE,369888523.0,XNYS,New York Stock Exchange Inc
EEA,58047754.0,XNYS,New York Stock Exchange Inc
EEFT,4881492680.0,XNAS,Nasdaq All Markets
EEIQ,20120449.0,XNAS,Nasdaq All Markets
EEMA,399156000.0,XNAS,Nasdaq All Markets
EEX,393706568.0,XNYS,New York Stock Exchange Inc
EFAS,9840600.0,XNAS,Nasdaq All Markets
EFC,805322511.0,XNYS,New York Stock Exchange Inc
EFC-A,815484774.0,XNYS,New York Stock Exchange Inc
EFC-B,827116505.0,XNYS,New York Stock Exchange Inc
EFC-C,824367303.0,XNYS,New York Stock Exchange Inc
EFC-D,830660181.0,XNYS,New York Stock Exchange Inc
EFC-E,824532173.0,XNYS,New York Stock Exchange Inc
EFOI,5435863.0,XNAS,Nasdaq All Markets
EFR,379856521.0,XNYS,New York Stock Exchange Inc
EFRA,4662288.0,XNAS,Nasdaq All Markets
EFSC,1461405098.0,XNAS,Nasdaq All Markets
EFSCP,1523839128.0,XNAS,Nasdaq All Markets
EFT,348081354.0,XNYS,New York Stock Exchange Inc
EFTR,695984530.0,XNAS,Nasdaq All Markets
EFTRW,695984530.0,XNAS,Nasdaq All Markets
EFX,30654485617.0,XNYS,New York Stock Exchange Inc
EFXT,604289717.0,XNYS,New York Stock Exchange Inc
EG,15870047578.0,XNYS,New York Stock Exchange Inc
EGAN,181287123.0,XNAS,Nasdaq All Markets
EGBN,687703662.0,XNAS,Nasdaq All Markets
EGF,37895688.0,XNYS,New York Stock Exchange Inc
EGHT,329535183.0,XNAS,Nasdaq All Markets
EGIO,55970591.0,XNAS,Nasdaq All Markets
EGLE,552224426.0,XNYS,New York Stock Exchange Inc
EGO,2198972650.0,XNYS,New York Stock Exchange Inc
EGOX,12996916.0,XNAS,Nasdaq All Markets
EGP,8438391229.0,XNYS,New York Stock Exchange Inc
EGRX,66363422.0,XNAS,Nasdaq All Markets
EGY,449027892.0,XNYS,New York Stock Exchange Inc
EH,412062044.0,XNAS,Nasdaq All Markets
EHAB,439135261.0,XNYS,New York Stock Exchange Inc
EHC,7313568476.0,XNYS,New York Stock Exchange Inc
EHI,161945214.0,XNYS,New York Stock Exchange Inc
EHTH,196284561.0,XNAS,Nasdaq All Markets
EIC,130685212.0,XNYS,New York Stock Exchange Inc
EICA,134900860.0,XNYS,New York Stock Exchange Inc
EICB,134900874.0,XNYS,New York Stock Exchange Inc
EIG,1081940278.0,XNYS,New York Stock Exchange Inc
EIGR,257875014.0,XNAS,Nasdaq All Markets
EIX,24279899533.0,XNYS,New York Stock Exchange Inc
EJH,60353055.0,XNAS,Nasdaq All Markets
EKG,809532.0,XNAS,Nasdaq All Markets
EKSO,32368030.0,XNAS,Nasdaq All Markets
EL,50658386000.0,XNYS,New York Stock Exchange Inc
ELAB,10934987.0,XNAS,Nasdaq All Markets
ELAN,7734466384.0,XNYS,New York Stock Exchange Inc
ELBM,22868138.0,XNAS,Nasdaq All Markets
ELC,0.0,XNYS,New York Stock Exchange Inc
ELDN,42588709.0,XNAS,Nasdaq All Markets
ELEV,117064685.0,XNAS,Nasdaq All Markets
ELF,9476698842.0,XNYS,New York Stock Exchange Inc
ELIQ,11323778.0,XNYS,New York Stock Exchange Inc
ELME,1230534838.0,XNYS,New York Stock Exchange Inc
ELP,2575477695.0,XNYS,New York Stock Exchange Inc
ELPC,2657514162.0,XNYS,New York Stock Exchange Inc
ELS,12301919916.0,XNYS,New York Stock Exchange Inc
ELSE,14157727.0,XNAS,Nasdaq All Markets
ELTK,101901391.0,XNAS,Nasdaq All Markets
ELTX,36907195.0,XNAS,Nasdaq All Markets
ELUT,70437865.0,XNAS,Nasdaq All Markets
ELV,119638500000.0,XNYS,New York Stock Exchange Inc
ELVA,136724944.0,XNAS,Nasdaq All Markets
ELVN,666365700.0,XNAS,Nasdaq All Markets
ELWS,1747616.0,XNAS,Nasdaq All Markets
ELYM,71688926.0,XNAS,Nasdaq All Markets
EM,127243804.0,XNAS,Nasdaq All Markets
EMB,14961787500.0,XNAS,Nasdaq All Markets
EMBC,815605416.0,XNAS,Nasdaq All Markets
EMCB,44880500.0,XNAS,Nasdaq All Markets
EMCG,89762559.0,XNAS,Nasdaq All Markets
EMCGR,89762559.0,XNAS,Nasdaq All Markets
EMCGU,89762558.0,XNAS,Nasdaq All Markets
EMD,550949780.0,XNYS,New York Stock Exchange Inc
EME,11408747144.0,XNYS,New York Stock Exchange Inc
EMF,177797034.0,XNYS,New York Stock Exchange Inc
EMIF,21360000.0,XNAS,Nasdaq All Markets
EMKR,30148450.0,XNAS,Nasdaq All Markets
EML,149784296.0,XNAS,Nasdaq All Markets
EMLD,263563337.0,XNAS,Nasdaq All Markets
EMLDU,263563342.0,XNAS,Nasdaq All Markets
EMN,9658224499.0,XNYS,New York Stock Exchange Inc
EMO,455739051.0,XNYS,New York Stock Exchange Inc
EMP,0.0,XNYS,New York Stock Exchange Inc
EMR,59165233000.0,XNYS,New York Stock Exchange Inc
EMXC,9702000000.0,XNAS,Nasdaq All Markets
EMXF,69763600.0,XNAS,Nasdaq All Markets
ENB,72578146126.0,XNYS,New York Stock Exchange Inc
ENCP,18272317.0,XNAS,Nasdaq All Markets
ENCPU,20249288.0,XNAS,Nasdaq All Markets
ENFN,727423986.0,XNYS,New York Stock Exchange Inc
ENG,50428705.0,XNAS,Nasdaq All Markets
ENGN,179088375.0,XNAS,Nasdaq All Markets
ENGNW,179088375.0,XNAS,Nasdaq All Markets
ENIC,3755744056.0,XNYS,New York Stock Exchange Inc
ENJ,0.0,XNYS,New York Stock Exchange Inc
ENLC,5436531946.0,XNYS,New York Stock Exchange Inc
ENLT,2028968932.0,XNAS,Nasdaq All Markets
ENLV,54213485.0,XNAS,Nasdaq All Markets
ENO,0.0,XNYS,New York Stock Exchange Inc
ENOV,3264456781.0,XNYS,New York Stock Exchange Inc
ENPH,16673962016.0,XNAS,Nasdaq All Markets
ENR,2190437953.0,XNYS,New York Stock Exchange Inc
ENS,3534579094.0,XNYS,New York Stock Exchange Inc
ENSC,2989716.0,XNAS,Nasdaq All Markets
ENSG,6751723040.0,XNAS,Nasdaq All Markets
ENTA,261487950.0,XNAS,Nasdaq All Markets
ENTG,18756346076.0,XNAS,Nasdaq All Markets
ENTR,78192000.0,XNAS,Nasdaq All Markets
ENTX,27802582.0,XNAS,Nasdaq All Markets
ENV,2763424298.0,XNYS,New York Stock Exchange Inc
ENVA,1669317000.0,XNYS,New York Stock Exchange Inc
ENVB,2216106.0,XNAS,Nasdaq All Markets
ENVX,1895008832.0,XNAS,Nasdaq All Markets
ENZ,68918537.0,XNYS,New York Stock Exchange Inc
ENZL,102741000.0,XNAS,Nasdaq All Markets
EOD,190491577.0,XNYS,New York Stock Exchange Inc
EOG,65193209756.0,XNYS,New York Stock Exchange Inc
EOI,712143014.0,XNYS,New York Stock Exchange Inc
EOLS,760188000.0,XNAS,Nasdaq All Markets
EOS,1041803033.0,XNYS,New York Stock Exchange Inc
EOSE,166758012.0,XNAS,Nasdaq All Markets
EOSEW,178612847.0,XNAS,Nasdaq All Markets
EOT,265576782.0,XNYS,New York Stock Exchange Inc
EP-C,0.0,XNYS,New York Stock Exchange Inc
EPAC,1685588675.0,XNYS,New York Stock Exchange Inc
EPAM,15920007000.0,XNYS,New York Stock Exchange Inc
EPC,1942647917.0,XNYS,New York Stock Exchange Inc
EPD,57489637209.0,XNYS,New York Stock Exchange Inc
EPIX,416904828.0,XNAS,Nasdaq All Markets
EPOW,23778989.0,XNAS,Nasdaq All Markets
EPR,3129184688.0,XNYS,New York Stock Exchange Inc
EPR-C,3135138443.0,XNYS,New York Stock Exchange Inc
EPR-E,3152545002.0,XNYS,New York Stock Exchange Inc
EPR-G,3122868525.0,XNYS,New York Stock Exchange Inc
EPRT,4043035304.0,XNYS,New York Stock Exchange Inc
EPSN,110802195.0,XNAS,Nasdaq All Markets
EQ,56015201.0,XNAS,Nasdaq All Markets
EQBK,486898692.0,XNYS,New York Stock Exchange Inc
EQC,1993914580.0,XNYS,New York Stock Exchange Inc
EQC-D,2032864475.0,XNYS,New York Stock Exchange Inc
EQH,11225924937.0,XNYS,New York Stock Exchange Inc
EQH-A,11320149527.0,XNYS,New York Stock Exchange Inc
EQH-C,11313733964.0,XNYS,New York Stock Exchange Inc
EQIX,77975464480.0,XNAS,Nasdaq All Markets
EQNR,76924524457.0,XNYS,New York Stock Exchange Inc
EQR,21796211212.0,XNYS,New York Stock Exchange Inc
EQRR,21333663.0,XNAS,Nasdaq All Markets
EQS,22710485.0,XNYS,New York Stock Exchange Inc
EQT,13985288000.0,XNYS,New York Stock Exchange Inc
ERAS,259114270.0,XNAS,Nasdaq All Markets
ERET,8955252.0,XNAS,Nasdaq All Markets
ERF,3201387527.0,XNYS,New York Stock Exchange Inc
ERIC,16244225613.0,XNAS,Nasdaq All Markets
ERIE,16323216631.0,XNAS,Nasdaq All Markets
ERII,867550272.0,XNAS,Nasdaq All Markets
ERJ,3287664795.0,XNYS,New York Stock Exchange Inc
ERNA,8818840.0,XNAS,Nasdaq All Markets
ERO,1515526481.0,XNYS,New York Stock Exchange Inc
ERSX,20842000.0,XNAS,Nasdaq All Markets
ES,18860122024.0,XNYS,New York Stock Exchange Inc
ESAB,5306867890.0,XNYS,New York Stock Exchange Inc
ESAC,79974452.0,XNAS,Nasdaq All Markets
ESACU,79974450.0,XNAS,Nasdaq All Markets
ESCA,227206672.0,XNAS,Nasdaq All Markets
ESE,2530810385.0,XNYS,New York Stock Exchange Inc
ESEA,255898606.0,XNAS,Nasdaq All Markets
ESGD,7574945000.0,XNAS,Nasdaq All Markets
ESGE,3941003500.0,XNAS,Nasdaq All Markets
ESGL,6213421.0,XNAS,Nasdaq All Markets
ESGR,4355638825.0,XNAS,Nasdaq All Markets
ESGRO,4510097518.0,XNAS,Nasdaq All Markets
ESGRP,4510097516.0,XNAS,Nasdaq All Markets
ESGU,13092745500.0,XNAS,Nasdaq All Markets
ESHA,121647000.0,XNAS,Nasdaq All Markets
ESHAR,121647000.0,XNAS,Nasdaq All Markets
ESI,5482420328.0,XNYS,New York Stock Exchange Inc
ESLA,39073368.0,XNAS,Nasdaq All Markets
ESLAW,39073368.0,XNAS,Nasdaq All Markets
ESLT,9025909704.0,XNAS,Nasdaq All Markets
ESMV,15360000.0,XNAS,Nasdaq All Markets
ESNT,5598493037.0,XNYS,New York Stock Exchange Inc
ESOA,113759217.0,XNAS,Nasdaq All Markets
ESPO,253980000.0,XNAS,Nasdaq All Markets
ESPR,284294463.0,XNAS,Nasdaq All Markets
ESQ,392570300.0,XNAS,Nasdaq All Markets
ESRT,1572145278.0,XNYS,New York Stock Exchange Inc
ESS,14341407918.0,XNYS,New York Stock Exchange Inc
ESSA,182873954.0,XNAS,Nasdaq All Markets
ESTA,943808068.0,XNAS,Nasdaq All Markets
ESTC,12454980000.0,XNYS,New York Stock Exchange Inc
ET,44015197005.0,XNYS,New York Stock Exchange Inc
ET-E,0.0,XNYS,New York Stock Exchange Inc
ET-I,0.0,XNYS,New York Stock Exchange Inc
ETB,390389962.0,XNYS,New York Stock Exchange Inc
ETD,780529309.0,XNYS,New York Stock Exchange Inc
ETEC,3345600.0,XNAS,Nasdaq All Markets
ETG,1341090088.0,XNYS,New York Stock Exchange Inc
ETI-,0.0,XNYS,New York Stock Exchange Inc
ETJ,555912761.0,XNYS,New York Stock Exchange Inc
ETN,107852926500.0,XNYS,New York Stock Exchange Inc
ETNB,828602078.0,XNAS,Nasdaq All Markets
ETO,398231753.0,XNYS,New York Stock Exchange Inc
ETON,113923278.0,XNAS,Nasdaq All Markets
ETR,20381774872.0,XNYS,New York Stock Exchange Inc
ETRN,4352106745.0,XNYS,New York Stock Exchange Inc
ETSY,8854038021.0,XNAS,Nasdaq All Markets
ETV,1393171450.0,XNYS,New York Stock Exchange Inc
ETW,865493716.0,XNYS,New York Stock Exchange Inc
ETWO,1181157379.0,XNYS,New York Stock Exchange Inc
ETX,194002571.0,XNYS,New York Stock Exchange Inc
ETY,2009053135.0,XNYS,New York Stock Exchange Inc
EU,777205722.0,XNAS,Nasdaq All Markets
EUDA,36202438.0,XNAS,Nasdaq All Markets
EUDAW,36202438.0,XNAS,Nasdaq All Markets
EUFN,1180530000.0,XNAS,Nasdaq All Markets
EURN,3914239644.0,XNYS,New York Stock Exchange Inc
EVA,43967856.0,XNYS,New York Stock Exchange Inc
EVAX,15958847.0,XNAS,Nasdaq All Markets
EVBG,1157737027.0,XNAS,Nasdaq All Markets
EVC,307498087.0,XNYS,New York Stock Exchange Inc
EVCM,1879452000.0,XNAS,Nasdaq All Markets
EVER,419085524.0,XNAS,Nasdaq All Markets
EVEX,1713123374.0,XNYS,New York Stock Exchange Inc
EVF,103075867.0,XNYS,New York Stock Exchange Inc
EVG,143164723.0,XNYS,New York Stock Exchange Inc
EVGN,38321812.0,XNAS,Nasdaq All Markets
EVGO,244387199.0,XNAS,Nasdaq All Markets
EVGR,90477476.0,XNAS,Nasdaq All Markets
EVGRU,90477480.0,XNAS,Nasdaq All Markets
EVH,3500522530.0,XNYS,New York Stock Exchange Inc
EVLV,844842537.0,XNAS,Nasdaq All Markets
EVLVW,853910614.0,XNAS,Nasdaq All Markets
EVMT,8734000.0,XNAS,Nasdaq All Markets
EVN,401828361.0,XNYS,New York Stock Exchange Inc
EVO,2732204172.0,XNAS,Nasdaq All Markets
EVOK,2206761.0,XNAS,Nasdaq All Markets
EVR,6805173406.0,XNYS,New York Stock Exchange Inc
EVRG,11094363959.0,XNAS,Nasdaq All Markets
EVRI,906577756.0,XNYS,New York Stock Exchange Inc
EVT,1648513624.0,XNYS,New York Stock Exchange Inc
EVTC,2657623513.0,XNYS,New York Stock Exchange Inc
EVTL,147171692.0,XNYS,New York Stock Exchange Inc
EVTV,35876959.0,XNAS,Nasdaq All Markets
EW,52829182500.0,XNYS,New York Stock Exchange Inc
EWBC,9832696007.0,XNAS,Nasdaq All Markets
EWCZ,732476981.0,XNAS,Nasdaq All Markets
EWJV,279370000.0,XNAS,Nasdaq All Markets
EWTX,1151828185.0,XNAS,Nasdaq All Markets
EWZS,224775000.0,XNAS,Nasdaq All Markets
EXAI,747078737.0,XNAS,Nasdaq All Markets
EXAS,10744295173.0,XNAS,Nasdaq All Markets
EXC,33416834055.0,XNAS,Nasdaq All Markets
EXEL,6245801735.0,XNAS,Nasdaq All Markets
EXFY,113825234.0,XNAS,Nasdaq All Markets
EXG,2408021798.0,XNYS,New York Stock Exchange Inc
EXK,335012968.0,XNYS,New York Stock Exchange Inc
EXLS,4993861385.0,XNAS,Nasdaq All Markets
EXP,8214316179.0,XNYS,New York Stock Exchange Inc
EXPD,18159132438.0,XNYS,New York Stock Exchange Inc
EXPE,17624507643.0,XNAS,Nasdaq All Markets
EXPI,1864041638.0,XNAS,Nasdaq All Markets
EXPO,3847118000.0,XNAS,Nasdaq All Markets
EXPR,8541468.0,XNYS,New York Stock Exchange Inc
EXR,29140493599.0,XNYS,New York Stock Exchange Inc
EXTO,865513295.0,XNYS,New York Stock Exchange Inc
EXTR,1580809447.0,XNAS,Nasdaq All Markets
EYE,1546915888.0,XNAS,Nasdaq All Markets
EYEG,24763830.0,XNAS,Nasdaq All Markets
EYEN,80964283.0,XNAS,Nasdaq All Markets
EYPT,1455885910.0,XNAS,Nasdaq All Markets
EZFL,5916656.0,XNAS,Nasdaq All Markets
EZGO,10247205.0,XNAS,Nasdaq All Markets
EZPW,539058447.0,XNAS,Nasdaq All Markets
F,48804276805.0,XNYS,New York Stock Exchange Inc
FA,2430760117.0,XNAS,Nasdaq All Markets
FAAR,155924557.0,XNAS,Nasdaq All Markets
FAB,158985445.0,XNAS,Nasdaq All Markets
FAD,178901231.0,XNAS,Nasdaq All Markets
FAF,6049518329.0,XNYS,New York Stock Exchange Inc
FALN,1668164000.0,XNAS,Nasdaq All Markets
FAM,63801024.0,XNYS,New York Stock Exchange Inc
FAMI,8604059.0,XNAS,Nasdaq All Markets
FANG,29836784664.0,XNAS,Nasdaq All Markets
FANH,304397090.0,XNAS,Nasdaq All Markets
FARM,71442331.0,XNAS,Nasdaq All Markets
FARO,405621100.0,XNAS,Nasdaq All Markets
FAST,39678619232.0,XNAS,Nasdaq All Markets
FAT,150578253.0,XNAS,Nasdaq All Markets
FATBB,152568271.0,XNAS,Nasdaq All Markets
FATBP,151853912.0,XNAS,Nasdaq All Markets
FATBW,152568275.0,XNAS,Nasdaq All Markets
FATE,625136464.0,XNAS,Nasdaq All Markets
FATH,14671886.0,XNYS,New York Stock Exchange Inc
FAZE,13988964.0,XNAS,Nasdaq All Markets
FAZEW,13988964.0,XNAS,Nasdaq All Markets
FBIN,9962763027.0,XNYS,New York Stock Exchange Inc
FBIO,16007524.0,XNAS,Nasdaq All Markets
FBIOP,17170077.0,XNAS,Nasdaq All Markets
FBIZ,291354131.0,XNAS,Nasdaq All Markets
FBK,1693388910.0,XNYS,New York Stock Exchange Inc
FBL,58243321.0,XNAS,Nasdaq All Markets
FBLG,240441303.0,XNAS,Nasdaq All Markets
FBMS,739325717.0,XNAS,Nasdaq All Markets
FBNC,1412702323.0,XNAS,Nasdaq All Markets
FBOT,103581563.0,XNAS,Nasdaq All Markets
FBP,2839346221.0,XNYS,New York Stock Exchange Inc
FBRT,1006217187.0,XNYS,New York Stock Exchange Inc
FBRT-E,1028306900.0,XNYS,New York Stock Exchange Inc
FBRX,24853212.0,XNAS,Nasdaq All Markets
FBYD,102648458.0,XNAS,Nasdaq All Markets
FBYDW,102648458.0,XNAS,Nasdaq All Markets
FBZ,6586604.0,XNAS,Nasdaq All Markets
FC,530383986.0,XNYS,New York Stock Exchange Inc
FCA,6299021.0,XNAS,Nasdaq All Markets
FCAL,216369099.0,XNAS,Nasdaq All Markets
FCAP,95493810.0,XNAS,Nasdaq All Markets
FCBC,614646133.0,XNAS,Nasdaq All Markets
FCCO,133749704.0,XNAS,Nasdaq All Markets
FCEF,28998150.0,XNAS,Nasdaq All Markets
FCEL,628007960.0,XNAS,Nasdaq All Markets
FCF,1350423781.0,XNYS,New York Stock Exchange Inc
FCFS,5308750163.0,XNAS,Nasdaq All Markets
FCN,6782807500.0,XNYS,New York Stock Exchange Inc
FCNCA,20152905125.0,XNAS,Nasdaq All Markets
FCNCO,20164392815.0,XNAS,Nasdaq All Markets
FCNCP,20164392815.0,XNAS,Nasdaq All Markets
FCPT,2054924275.0,XNYS,New York Stock Exchange Inc
FCRX,602991371.0,XNYS,New York Stock Exchange Inc
FCT,259833880.0,XNYS,New York Stock Exchange Inc
FCUV,51792632.0,XNAS,Nasdaq All Markets
FCVT,81168566.0,XNAS,Nasdaq All Markets
FCX,52483567130.0,XNYS,New York Stock Exchange Inc
FDBC,274507155.0,XNAS,Nasdaq All Markets
FDCF,42240031.0,XNAS,Nasdaq All Markets
FDFF,43265171.0,XNAS,Nasdaq All Markets
FDIF,95250974.0,XNAS,Nasdaq All Markets
FDIG,87782500.0,XNAS,Nasdaq All Markets
FDIV,82365800.0,XNAS,Nasdaq All Markets
FDMT,1156912605.0,XNAS,Nasdaq All Markets
FDNI,27156045.0,XNAS,Nasdaq All Markets
FDP,1137734951.0,XNYS,New York Stock Exchange Inc
FDS,17524308847.0,XNYS,New York Stock Exchange Inc
FDT,401064358.0,XNAS,Nasdaq All Markets
FDTS,8100081.0,XNAS,Nasdaq All Markets
FDTX,125357581.0,XNAS,Nasdaq All Markets
FDUS,542607654.0,XNAS,Nasdaq All Markets
FDX,58999630583.0,XNYS,New York Stock Exchange Inc
FE,21059004004.0,XNYS,New York Stock Exchange Inc
FEAM,77841578.0,XNAS,Nasdaq All Markets
FEBO,78870000.0,XNAS,Nasdaq All Markets
FEDU,16485213.0,XNYS,New York Stock Exchange Inc
FEI,380148938.0,XNYS,New York Stock Exchange Inc
FEIM,101121579.0,XNAS,Nasdaq All Markets
FELE,4420529000.0,XNAS,Nasdaq All Markets
FEM,420215046.0,XNAS,Nasdaq All Markets
FEMB,153144057.0,XNAS,Nasdaq All Markets
FEMS,327606578.0,XNAS,Nasdaq All Markets
FEMY,25330059.0,XNAS,Nasdaq All Markets
FENC,271989162.0,XNAS,Nasdaq All Markets
FENG,7424026.0,XNYS,New York Stock Exchange Inc
FEP,205204071.0,XNAS,Nasdaq All Markets
FEPI,75816000.0,XNAS,Nasdaq All Markets
FERG,39352863607.0,XNYS,New York Stock Exchange Inc
FET,189997110.0,XNYS,New York Stock Exchange Inc
FEUZ,17865079.0,XNAS,Nasdaq All Markets
