symbol,marketcap,exchange,exchangeName,marketcapType
BETR,193584111.0,XNAS,Nasdaq All Markets,Micro-Cap
BETRW,196079211.0,XNAS,Nasdaq All Markets,Micro-Cap
BETS,10970368.0,XNAS,Nasdaq All Markets,Micro-Cap
BF.A,27239680017.0,XNYS,New York Stock Exchange Inc,Large-Cap
BF.B,27269637059.0,XNYS,New York Stock Exchange Inc,Large-Cap
BFAC,125147408.0,XNYS,New York Stock Exchange Inc,Micro-Cap
BFAC=,125147407.0,XNYS,New York Stock Exchange Inc,Micro-Cap
BFAM,5658467414.0,XNYS,New York Stock Exchange Inc,Mid-Cap
BFC,861923837.0,XNAS,Nasdaq All Markets,Small-Cap
BFH,1819313450.0,XNYS,New York Stock Exchange Inc,Small-Cap
BFI,16714537.0,XNAS,Nasdaq All Markets,Micro-Cap
BFIIW,16714537.0,XNAS,Nasdaq All Markets,Micro-Cap
BFIN,128108852.0,XNAS,Nasdaq All Markets,Micro-Cap
BFIT,8346000.0,XNAS,Nasdaq All Markets,Micro-Cap
BFK,458188115.0,XNYS,New York Stock Exchange Inc,Small-Cap
BFLY,179088381.0,XNYS,New York Stock Exchange Inc,Micro-Cap
BFRG,29863756.0,XNAS,Nasdaq All Markets,Micro-Cap
BFRGW,28705774.0,XNAS,Nasdaq All Markets,Micro-Cap
BFRI,1077516.0,XNAS,Nasdaq All Markets,Micro-Cap
BFRIW,1077516.0,XNAS,Nasdaq All Markets,Micro-Cap
BFS,895618437.0,XNYS,New York Stock Exchange Inc,Small-Cap
BFS-D,920400295.0,XNYS,New York Stock Exchange Inc,Small-Cap
BFS-E,927634868.0,XNYS,New York Stock Exchange Inc,Small-Cap
BFST,548954679.0,XNAS,Nasdaq All Markets,Small-Cap
BFX,18984353.0,XNYS,New York Stock Exchange Inc,Micro-Cap
BFZ,354813401.0,XNYS,New York Stock Exchange Inc,Small-Cap
BG,12973489996.0,XNYS,New York Stock Exchange Inc,Large-Cap
BGB,517481518.0,XNYS,New York Stock Exchange Inc,Small-Cap
BGC,2866120517.0,XNAS,Nasdaq All Markets,Mid-Cap
BGFV,116037662.0,XNAS,Nasdaq All Markets,Micro-Cap
BGH,282906813.0,XNYS,New York Stock Exchange Inc,Micro-Cap
BGLC,31801793.0,XNAS,Nasdaq All Markets,Micro-Cap
BGNE,13751760303.0,XNAS,Nasdaq All Markets,Large-Cap
BGR,342617023.0,XNYS,New York Stock Exchange Inc,Small-Cap
BGRN,334368000.0,XNAS,Nasdaq All Markets,Small-Cap
BGS,756366911.0,XNYS,New York Stock Exchange Inc,Small-Cap
BGSF,108874966.0,XNYS,New York Stock Exchange Inc,Micro-Cap
BGT,282917646.0,XNYS,New York Stock Exchange Inc,Micro-Cap
BGX,151609709.0,XNYS,New York Stock Exchange Inc,Micro-Cap
BGXX,30800540.0,XNAS,Nasdaq All Markets,Micro-Cap
BGY,537676133.0,XNYS,New York Stock Exchange Inc,Small-Cap
BH,462178303.0,XNYS,New York Stock Exchange Inc,Small-Cap
BH.A,471918960.0,XNYS,New York Stock Exchange Inc,Small-Cap
BHAC,55457583.0,XNAS,Nasdaq All Markets,Micro-Cap
BHACU,55457578.0,XNAS,Nasdaq All Markets,Micro-Cap
BHAT,61026204.0,XNAS,Nasdaq All Markets,Micro-Cap
BHC,3007044568.0,XNYS,New York Stock Exchange Inc,Mid-Cap
BHE,1054041879.0,XNYS,New York Stock Exchange Inc,Small-Cap
BHF,2945074084.0,XNAS,Nasdaq All Markets,Mid-Cap
BHFAL,3381912194.0,XNAS,Nasdaq All Markets,Mid-Cap
BHFAM,3356568568.0,XNAS,Nasdaq All Markets,Mid-Cap
BHFAN,3318372623.0,XNAS,Nasdaq All Markets,Mid-Cap
BHFAO,3353169041.0,XNAS,Nasdaq All Markets,Mid-Cap
BHFAP,3337509473.0,XNAS,Nasdaq All Markets,Mid-Cap
BHIL,47572934.0,XNYS,New York Stock Exchange Inc,Micro-Cap
BHK,570623067.0,XNYS,New York Stock Exchange Inc,Small-Cap
BHLB,967514145.0,XNYS,New York Stock Exchange Inc,Small-Cap
BHP,149591182993.0,XNYS,New York Stock Exchange Inc,Large-Cap
BHR,140896962.0,XNYS,New York Stock Exchange Inc,Micro-Cap
BHR-B,149188774.0,XNYS,New York Stock Exchange Inc,Micro-Cap
BHR-D,141686559.0,XNYS,New York Stock Exchange Inc,Micro-Cap
BHRB,438739613.0,XNAS,Nasdaq All Markets,Small-Cap
BHV,17339608.0,XNYS,New York Stock Exchange Inc,Micro-Cap
BHVN,3855214000.0,XNYS,New York Stock Exchange Inc,Mid-Cap
BIAF,14443409.0,XNAS,Nasdaq All Markets,Micro-Cap
BIAFW,14443409.0,XNAS,Nasdaq All Markets,Micro-Cap
BIB,95098000.0,XNAS,Nasdaq All Markets,Micro-Cap
BIDU,29427298307.0,XNAS,Nasdaq All Markets,Large-Cap
BIG,107809092.0,XNYS,New York Stock Exchange Inc,Micro-Cap
BIGC,631545415.0,XNAS,Nasdaq All Markets,Small-Cap
BIGZ,1823214803.0,XNYS,New York Stock Exchange Inc,Small-Cap
BIIB,33262086100.0,XNAS,Nasdaq All Markets,Large-Cap
BILI,3200664483.0,XNAS,Nasdaq All Markets,Mid-Cap
BILL,6698143014.0,XNYS,New York Stock Exchange Inc,Mid-Cap
BIMI,32454270.0,XNAS,Nasdaq All Markets,Micro-Cap
BIO,9239620260.0,XNYS,New York Stock Exchange Inc,Mid-Cap
BIO.B,9483456310.0,XNYS,New York Stock Exchange Inc,Mid-Cap
BIOL,544153.0,XNAS,Nasdaq All Markets,Micro-Cap
BIOR,22387793.0,XNAS,Nasdaq All Markets,Micro-Cap
BIOX,855292062.0,XNAS,Nasdaq All Markets,Small-Cap
BIP,14081380086.0,XNYS,New York Stock Exchange Inc,Large-Cap
BIP-A,0.0,XNYS,New York Stock Exchange Inc,Micro-Cap
BIP-B,0.0,XNYS,New York Stock Exchange Inc,Micro-Cap
BIPC,4615522310.0,XNYS,New York Stock Exchange Inc,Mid-Cap
BIPH,0.0,XNYS,New York Stock Exchange Inc,Micro-Cap
BIPI,0.0,XNYS,New York Stock Exchange Inc,Micro-Cap
BIRD,147977995.0,XNAS,Nasdaq All Markets,Micro-Cap
BIRK,9127598850.0,XNYS,New York Stock Exchange Inc,Mid-Cap
BIS,4378119.0,XNAS,Nasdaq All Markets,Micro-Cap
BIT,582480963.0,XNYS,New York Stock Exchange Inc,Small-Cap
BITF,979069257.0,XNAS,Nasdaq All Markets,Small-Cap
BITS,19879734.0,XNAS,Nasdaq All Markets,Micro-Cap
BIVI,40384684.0,XNAS,Nasdaq All Markets,Micro-Cap
BJ,9045899827.0,XNYS,New York Stock Exchange Inc,Mid-Cap
BJDX,994534.0,XNAS,Nasdaq All Markets,Micro-Cap
BJK,49082000.0,XNAS,Nasdaq All Markets,Micro-Cap
BJRI,820816000.0,XNAS,Nasdaq All Markets,Small-Cap
BK,41791441927.0,XNYS,New York Stock Exchange Inc,Large-Cap
BKCC,270330354.0,XNAS,Nasdaq All Markets,Micro-Cap
BKCH,145970165.0,XNAS,Nasdaq All Markets,Micro-Cap
BKD,1104016632.0,XNYS,New York Stock Exchange Inc,Small-Cap
BKDT,1106153332.0,XNYS,New York Stock Exchange Inc,Small-Cap
BKE,1946711140.0,XNYS,New York Stock Exchange Inc,Small-Cap
BKH,3474372957.0,XNYS,New York Stock Exchange Inc,Mid-Cap
BKIV,13896031.0,XNAS,Nasdaq All Markets,Micro-Cap
BKKT,93757842.0,XNYS,New York Stock Exchange Inc,Micro-Cap
BKN,208612204.0,XNYS,New York Stock Exchange Inc,Micro-Cap
BKNG,130768988498.0,XNAS,Nasdaq All Markets,Large-Cap
BKR,29075604844.0,XNAS,Nasdaq All Markets,Large-Cap
BKSY,207331879.0,XNYS,New York Stock Exchange Inc,Micro-Cap
BKT,251430530.0,XNYS,New York Stock Exchange Inc,Micro-Cap
BKU,1955506487.0,XNYS,New York Stock Exchange Inc,Small-Cap
BKWO,12373671.0,XNAS,Nasdaq All Markets,Micro-Cap
BKYI,26639438.0,XNAS,Nasdaq All Markets,Micro-Cap
BL,3627172870.0,XNAS,Nasdaq All Markets,Mid-Cap
BLAC,95711350.0,XNAS,Nasdaq All Markets,Micro-Cap
BLACR,95711350.0,XNAS,Nasdaq All Markets,Micro-Cap
BLACU,95711353.0,XNAS,Nasdaq All Markets,Micro-Cap
BLACW,95711350.0,XNAS,Nasdaq All Markets,Micro-Cap
BLBD,979803155.0,XNAS,Nasdaq All Markets,Small-Cap
BLBX,8130841.0,XNAS,Nasdaq All Markets,Micro-Cap
BLCN,70656250.0,XNAS,Nasdaq All Markets,Micro-Cap
BLCO,4966594051.0,XNYS,New York Stock Exchange Inc,Mid-Cap
BLCR,6796477.0,XNAS,Nasdaq All Markets,Micro-Cap
BLD,12331944276.0,XNYS,New York Stock Exchange Inc,Large-Cap
BLDE,226784000.0,XNAS,Nasdaq All Markets,Micro-Cap
BLDEW,239466000.0,XNAS,Nasdaq All Markets,Micro-Cap
BLDP,929690046.0,XNAS,Nasdaq All Markets,Small-Cap
BLDR,22572459825.0,XNYS,New York Stock Exchange Inc,Large-Cap
BLE,520805206.0,XNYS,New York Stock Exchange Inc,Small-Cap
BLEU,17060208.0,XNAS,Nasdaq All Markets,Micro-Cap
BLEUR,22000720.0,XNAS,Nasdaq All Markets,Micro-Cap
BLEUU,17060210.0,XNAS,Nasdaq All Markets,Micro-Cap
BLEUW,17060208.0,XNAS,Nasdaq All Markets,Micro-Cap
BLFS,780675339.0,XNAS,Nasdaq All Markets,Small-Cap
BLFY,230803667.0,XNAS,Nasdaq All Markets,Micro-Cap
BLIN,8761209.0,XNAS,Nasdaq All Markets,Micro-Cap
BLK,116507792038.0,XNYS,New York Stock Exchange Inc,Large-Cap
BLKB,3894885900.0,XNAS,Nasdaq All Markets,Mid-Cap
BLLD,24097500.0,XNAS,Nasdaq All Markets,Micro-Cap
BLMN,2312726106.0,XNAS,Nasdaq All Markets,Mid-Cap
BLND,637745816.0,XNYS,New York Stock Exchange Inc,Small-Cap
BLNK,183349687.0,XNAS,Nasdaq All Markets,Micro-Cap
BLRX,82580777.0,XNAS,Nasdaq All Markets,Micro-Cap
BLTE,1297716453.0,XNAS,Nasdaq All Markets,Small-Cap
BLUE,112069616.0,XNAS,Nasdaq All Markets,Micro-Cap
BLW,496207860.0,XNYS,New York Stock Exchange Inc,Small-Cap
BLX,656803347.0,XNYS,New York Stock Exchange Inc,Small-Cap
BLZE,310200000.0,XNAS,Nasdaq All Markets,Small-Cap
BMA,1914685752.0,XNYS,New York Stock Exchange Inc,Small-Cap
BMBL,1790759020.0,XNAS,Nasdaq All Markets,Small-Cap
BME,591782214.0,XNYS,New York Stock Exchange Inc,Small-Cap
BMEA,613782461.0,XNAS,Nasdaq All Markets,Small-Cap
BMEZ,1732472080.0,XNYS,New York Stock Exchange Inc,Small-Cap
BMI,4401737631.0,XNYS,New York Stock Exchange Inc,Mid-Cap
BML-G,264462083367.0,XNYS,New York Stock Exchange Inc,Mega-Cap
BML-H,264940204659.0,XNYS,New York Stock Exchange Inc,Mega-Cap
BML-J,264539329335.0,XNYS,New York Stock Exchange Inc,Mega-Cap
BML-L,263090254344.0,XNYS,New York Stock Exchange Inc,Mega-Cap
BMN,147789578.0,XNYS,New York Stock Exchange Inc,Micro-Cap
BMO,66257107716.0,XNYS,New York Stock Exchange Inc,Large-Cap
BMR,189244474.0,XNAS,Nasdaq All Markets,Micro-Cap
BMRA,16485213.0,XNAS,Nasdaq All Markets,Micro-Cap
BMRC,273480794.0,XNAS,Nasdaq All Markets,Micro-Cap
BMRN,16329636744.0,XNAS,Nasdaq All Markets,Large-Cap
BMY,98777314585.0,XNYS,New York Stock Exchange Inc,Large-Cap
BN,64954053844.0,XNYS,New York Stock Exchange Inc,Large-Cap
BND,103609607455.0,XNAS,Nasdaq All Markets,Large-Cap
BNDW,740134400.0,XNAS,Nasdaq All Markets,Small-Cap
BNDX,54259340943.0,XNAS,Nasdaq All Markets,Large-Cap
BNED,43954640.0,XNYS,New York Stock Exchange Inc,Micro-Cap
BNGO,46414203.0,XNAS,Nasdaq All Markets,Micro-Cap
BNH,0.0,XNYS,New York Stock Exchange Inc,Micro-Cap
BNIX,59280201.0,XNAS,Nasdaq All Markets,Micro-Cap
BNIXR,59280201.0,XNAS,Nasdaq All Markets,Micro-Cap
BNIXW,59280201.0,XNAS,Nasdaq All Markets,Micro-Cap
BNJ,0.0,XNYS,New York Stock Exchange Inc,Micro-Cap
BNL,2909973438.0,XNYS,New York Stock Exchange Inc,Mid-Cap
BNOX,8241237.0,XNAS,Nasdaq All Markets,Micro-Cap
BNR,86472181.0,XNAS,Nasdaq All Markets,Micro-Cap
BNRE,647082969.0,XNYS,New York Stock Exchange Inc,Small-Cap
BNRE.A,626152613.0,XNYS,New York Stock Exchange Inc,Small-Cap
BNRG,8915601.0,XNAS,Nasdaq All Markets,Micro-Cap
BNS,56545586719.0,XNYS,New York Stock Exchange Inc,Large-Cap
BNTC,7260187.0,XNAS,Nasdaq All Markets,Micro-Cap
BNTX,21900729015.0,XNAS,Nasdaq All Markets,Large-Cap
BNY,254840042.0,XNYS,New York Stock Exchange Inc,Micro-Cap
BNZI,4827975.0,XNAS,Nasdaq All Markets,Micro-Cap
BNZIW,4894235.0,XNAS,Nasdaq All Markets,Micro-Cap
BOC,451261191.0,XNYS,New York Stock Exchange Inc,Small-Cap
BOCN,206258250.0,XNAS,Nasdaq All Markets,Micro-Cap
BOCNU,206827496.0,XNAS,Nasdaq All Markets,Micro-Cap
BODY,1674231246.0,XNYS,New York Stock Exchange Inc,Small-Cap
BOE,634310394.0,XNYS,New York Stock Exchange Inc,Small-Cap
BOF,9059124.0,XNAS,Nasdaq All Markets,Micro-Cap
BOH,2379469060.0,XNYS,New York Stock Exchange Inc,Mid-Cap
BOH-A,2367758014.0,XNYS,New York Stock Exchange Inc,Mid-Cap
BOKF,5292914428.0,XNAS,Nasdaq All Markets,Mid-Cap
BOLT,41003140.0,XNAS,Nasdaq All Markets,Micro-Cap
BON,5916286.0,XNAS,Nasdaq All Markets,Micro-Cap
BOND,4062852500.0,XNYS,New York Stock Exchange Inc,Mid-Cap
BOOM,353435876.0,XNAS,Nasdaq All Markets,Small-Cap
BOOT,2665424122.0,XNYS,New York Stock Exchange Inc,Mid-Cap
BORR,1713881738.0,XNYS,New York Stock Exchange Inc,Small-Cap
BOSC,16384983.0,XNAS,Nasdaq All Markets,Micro-Cap
BOTJ,53702255.0,XNAS,Nasdaq All Markets,Micro-Cap
BOTZ,2467158850.0,XNAS,Nasdaq All Markets,Mid-Cap
BOWL,1289144129.0,XNYS,New York Stock Exchange Inc,Small-Cap
BOWN,94964940.0,XNAS,Nasdaq All Markets,Micro-Cap
BOWNR,94964940.0,XNAS,Nasdaq All Markets,Micro-Cap
BOWNU,94964941.0,XNAS,Nasdaq All Markets,Micro-Cap
BOX,3885582553.0,XNYS,New York Stock Exchange Inc,Mid-Cap
BOXL,7698118.0,XNAS,Nasdaq All Markets,Micro-Cap
BP,102844275805.0,XNYS,New York Stock Exchange Inc,Large-Cap
BPMC,4594486433.0,XNAS,Nasdaq All Markets,Mid-Cap
BPOP,5941189673.0,XNAS,Nasdaq All Markets,Mid-Cap
BPOPM,132496000.0,XNAS,Nasdaq All Markets,Micro-Cap
BPRN,200097404.0,XNAS,Nasdaq All Markets,Micro-Cap
BPT,53714000.0,XNYS,New York Stock Exchange Inc,Micro-Cap
BPTH,5694578.0,XNAS,Nasdaq All Markets,Micro-Cap
BPTS,4760531.0,XNAS,Nasdaq All Markets,Micro-Cap
BPYPM,348710782.0,XNAS,Nasdaq All Markets,Small-Cap
BPYPN,134837500.0,XNAS,Nasdaq All Markets,Micro-Cap
BPYPO,127700000.0,XNAS,Nasdaq All Markets,Micro-Cap
BPYPP,98476800.0,XNAS,Nasdaq All Markets,Micro-Cap
BR,22999736649.0,XNYS,New York Stock Exchange Inc,Large-Cap
BRAC,33557864.0,XNAS,Nasdaq All Markets,Micro-Cap
BRACR,33557864.0,XNAS,Nasdaq All Markets,Micro-Cap
BRACU,33557868.0,XNAS,Nasdaq All Markets,Micro-Cap
BRAG,130775193.0,XNAS,Nasdaq All Markets,Micro-Cap
BRBR,7746103797.0,XNYS,New York Stock Exchange Inc,Mid-Cap
BRC,2759218862.0,XNYS,New York Stock Exchange Inc,Mid-Cap
BRCC,265370838.0,XNYS,New York Stock Exchange Inc,Micro-Cap
BRDG,290896002.0,XNYS,New York Stock Exchange Inc,Micro-Cap
BREA,4276404.0,XNAS,Nasdaq All Markets,Micro-Cap
BREZ,48796353.0,XNAS,Nasdaq All Markets,Micro-Cap
BREZR,48796353.0,XNAS,Nasdaq All Markets,Micro-Cap
BREZW,48796353.0,XNAS,Nasdaq All Markets,Micro-Cap
BRFH,17823711.0,XNAS,Nasdaq All Markets,Micro-Cap
BRFS,4635213793.0,XNYS,New York Stock Exchange Inc,Mid-Cap
BRID,98120554.0,XNAS,Nasdaq All Markets,Micro-Cap
BRK.A,857474687617.0,XNYS,New York Stock Exchange Inc,Mega-Cap
BRK.B,855957138632.0,XNYS,New York Stock Exchange Inc,Mega-Cap
BRKH,86049794.0,XNAS,Nasdaq All Markets,Micro-Cap
BRKHU,86049797.0,XNAS,Nasdaq All Markets,Micro-Cap
BRKL,866890122.0,XNAS,Nasdaq All Markets,Small-Cap
BRKR,10711643697.0,XNAS,Nasdaq All Markets,Large-Cap
BRLS,30933111.0,XNAS,Nasdaq All Markets,Micro-Cap
BRLSW,23816733.0,XNAS,Nasdaq All Markets,Micro-Cap
BRLT,38404130.0,XNAS,Nasdaq All Markets,Micro-Cap
BRNS,98341444.0,XNAS,Nasdaq All Markets,Micro-Cap
BRNY,215301870.0,XNAS,Nasdaq All Markets,Micro-Cap
BRO,23049754000.0,XNYS,New York Stock Exchange Inc,Large-Cap
BROG,303558079.0,XNAS,Nasdaq All Markets,Small-Cap
BROGW,314516854.0,XNAS,Nasdaq All Markets,Small-Cap
BROS,1699595460.0,XNYS,New York Stock Exchange Inc,Small-Cap
BRP,1543311826.0,XNAS,Nasdaq All Markets,Small-Cap
BRRR,553600.0,XNAS,Nasdaq All Markets,Micro-Cap
BRSH,1527752.0,XNAS,Nasdaq All Markets,Micro-Cap
BRSHW,1609713.0,XNAS,Nasdaq All Markets,Micro-Cap
BRSP,861801259.0,XNYS,New York Stock Exchange Inc,Small-Cap
BRT,300796592.0,XNYS,New York Stock Exchange Inc,Small-Cap
BRTR,80176000.0,XNAS,Nasdaq All Markets,Micro-Cap
BRTX,7036841.0,XNAS,Nasdaq All Markets,Micro-Cap
BRW,307871007.0,XNYS,New York Stock Exchange Inc,Small-Cap
BRX,6791975522.0,XNYS,New York Stock Exchange Inc,Mid-Cap
BRY,497130718.0,XNAS,Nasdaq All Markets,Small-Cap
BRZE,3957221617.0,XNAS,Nasdaq All Markets,Mid-Cap
BSAC,8550743004.0,XNYS,New York Stock Exchange Inc,Mid-Cap
BSBK,105418674.0,XNAS,Nasdaq All Markets,Micro-Cap
BSBR,8082915278.0,XNYS,New York Stock Exchange Inc,Mid-Cap
BSCO,3736432500.0,XNAS,Nasdaq All Markets,Mid-Cap
BSCP,3611748000.0,XNAS,Nasdaq All Markets,Mid-Cap
BSCQ,2614881000.0,XNAS,Nasdaq All Markets,Mid-Cap
BSCR,1638913500.0,XNAS,Nasdaq All Markets,Small-Cap
BSCS,1392696000.0,XNAS,Nasdaq All Markets,Small-Cap
BSCT,690879750.0,XNAS,Nasdaq All Markets,Small-Cap
BSCU,578754000.0,XNAS,Nasdaq All Markets,Small-Cap
BSCV,374400000.0,XNAS,Nasdaq All Markets,Small-Cap
BSCW,343491750.0,XNAS,Nasdaq All Markets,Small-Cap
BSCX,170610000.0,XNAS,Nasdaq All Markets,Micro-Cap
BSET,137895687.0,XNAS,Nasdaq All Markets,Micro-Cap
BSFC,2189607.0,XNAS,Nasdaq All Markets,Micro-Cap
BSGM,82724004.0,XNAS,Nasdaq All Markets,Micro-Cap
BSIG,901556888.0,XNYS,New York Stock Exchange Inc,Small-Cap
BSJO,745216000.0,XNAS,Nasdaq All Markets,Small-Cap
BSJP,723008000.0,XNAS,Nasdaq All Markets,Small-Cap
BSJQ,440541500.0,XNAS,Nasdaq All Markets,Small-Cap
BSJR,169898000.0,XNAS,Nasdaq All Markets,Micro-Cap
BSJS,148626000.0,XNAS,Nasdaq All Markets,Micro-Cap
BSJT,35819000.0,XNAS,Nasdaq All Markets,Micro-Cap
BSJU,32968000.0,XNAS,Nasdaq All Markets,Micro-Cap
BSJV,20792000.0,XNAS,Nasdaq All Markets,Micro-Cap
BSL,178112943.0,XNYS,New York Stock Exchange Inc,Micro-Cap
BSM,3311556871.0,XNYS,New York Stock Exchange Inc,Mid-Cap
BSMO,218240000.0,XNAS,Nasdaq All Markets,Micro-Cap
BSMP,212976000.0,XNAS,Nasdaq All Markets,Micro-Cap
BSMQ,170640000.0,XNAS,Nasdaq All Markets,Micro-Cap
BSMR,121227000.0,XNAS,Nasdaq All Markets,Micro-Cap
BSMS,99146460.0,XNAS,Nasdaq All Markets,Micro-Cap
BSMT,84130560.0,XNAS,Nasdaq All Markets,Micro-Cap
BSMU,81992000.0,XNAS,Nasdaq All Markets,Micro-Cap
BSMV,55575000.0,XNAS,Nasdaq All Markets,Micro-Cap
BSMW,54075000.0,XNAS,Nasdaq All Markets,Micro-Cap
BSRR,279777785.0,XNAS,Nasdaq All Markets,Micro-Cap
BSSX,29029000.0,XNAS,Nasdaq All Markets,Micro-Cap
BST,1256215808.0,XNYS,New York Stock Exchange Inc,Small-Cap
BSTZ,1423607733.0,XNYS,New York Stock Exchange Inc,Small-Cap
BSVN,251889607.0,XNAS,Nasdaq All Markets,Micro-Cap
BSVO,1102750000.0,XNAS,Nasdaq All Markets,Small-Cap
BSX,95787898874.0,XNYS,New York Stock Exchange Inc,Large-Cap
BSY,14331468967.0,XNAS,Nasdaq All Markets,Large-Cap
BTA,137893292.0,XNYS,New York Stock Exchange Inc,Micro-Cap
BTAI,73220389.0,XNAS,Nasdaq All Markets,Micro-Cap
BTBD,12492236.0,XNAS,Nasdaq All Markets,Micro-Cap
BTBDW,12492236.0,XNAS,Nasdaq All Markets,Micro-Cap
BTBT,254459589.0,XNAS,Nasdaq All Markets,Micro-Cap
BTCM,37969649.0,XNYS,New York Stock Exchange Inc,Micro-Cap
BTCS,25153076.0,XNAS,Nasdaq All Markets,Micro-Cap
BTCT,44020722.0,XNAS,Nasdaq All Markets,Micro-Cap
BTCTW,44020722.0,XNAS,Nasdaq All Markets,Micro-Cap
BTCY,6852636.0,XNAS,Nasdaq All Markets,Micro-Cap
BTDR,518831635.0,XNAS,Nasdaq All Markets,Small-Cap
BTE,2580077144.0,XNYS,New York Stock Exchange Inc,Mid-Cap
BTEC,49929247.0,XNAS,Nasdaq All Markets,Micro-Cap
BTF,40144000.0,XNAS,Nasdaq All Markets,Micro-Cap
BTI,68367340049.0,XNYS,New York Stock Exchange Inc,Large-Cap
BTM,31143824.0,XNAS,Nasdaq All Markets,Micro-Cap
BTMD,155277115.0,XNAS,Nasdaq All Markets,Micro-Cap
BTMWW,34456997.0,XNAS,Nasdaq All Markets,Micro-Cap
BTO,560477844.0,XNYS,New York Stock Exchange Inc,Small-Cap
BTOG,17242846.0,XNAS,Nasdaq All Markets,Micro-Cap
BTSG,1927603780.0,XNAS,Nasdaq All Markets,Small-Cap
BTSGU,1944722800.0,XNAS,Nasdaq All Markets,Small-Cap
BTT,1489077660.0,XNYS,New York Stock Exchange Inc,Small-Cap
BTTX,8471507.0,XNAS,Nasdaq All Markets,Micro-Cap
BTU,3273567000.0,XNYS,New York Stock Exchange Inc,Mid-Cap
BTZ,1009876712.0,XNYS,New York Stock Exchange Inc,Small-Cap
BUD,110902673270.0,XNYS,New York Stock Exchange Inc,Large-Cap
BUFC,455295000.0,XNAS,Nasdaq All Markets,Small-Cap
BUG,783027600.0,XNAS,Nasdaq All Markets,Small-Cap
BUI,469272179.0,XNYS,New York Stock Exchange Inc,Small-Cap
BUJA,81266119.0,XNAS,Nasdaq All Markets,Micro-Cap
BUJAR,81266119.0,XNAS,Nasdaq All Markets,Micro-Cap
BUJAU,81266116.0,XNAS,Nasdaq All Markets,Micro-Cap
BUJAW,81266119.0,XNAS,Nasdaq All Markets,Micro-Cap
BULD,922400.0,XNAS,Nasdaq All Markets,Micro-Cap
BUR,3170025160.0,XNYS,New York Stock Exchange Inc,Mid-Cap
BURL,12520159212.0,XNYS,New York Stock Exchange Inc,Large-Cap
BUSE,1256863771.0,XNAS,Nasdaq All Markets,Small-Cap
BUXX,79138400.0,XNYS,New York Stock Exchange Inc,Micro-Cap
BV,779744000.0,XNYS,New York Stock Exchange Inc,Small-Cap
BVFL,143050723.0,XNAS,Nasdaq All Markets,Micro-Cap
BVN,4119225511.0,XNYS,New York Stock Exchange Inc,Mid-Cap
BVS,284290722.0,XNAS,Nasdaq All Markets,Micro-Cap
BW,112607974.0,XNYS,New York Stock Exchange Inc,Micro-Cap
BW-A,125333856.0,XNYS,New York Stock Exchange Inc,Micro-Cap
BWA,7151904150.0,XNYS,New York Stock Exchange Inc,Mid-Cap
BWAQ,47668886.0,XNAS,Nasdaq All Markets,Micro-Cap
BWAQR,47668886.0,XNAS,Nasdaq All Markets,Micro-Cap
BWAQU,47668881.0,XNAS,Nasdaq All Markets,Micro-Cap
BWAY,106873641.0,XNAS,Nasdaq All Markets,Micro-Cap
BWB,335484987.0,XNAS,Nasdaq All Markets,Small-Cap
BWBBP,348249510.0,XNAS,Nasdaq All Markets,Small-Cap
BWEN,53757511.0,XNAS,Nasdaq All Markets,Micro-Cap
BWFG,207567576.0,XNAS,Nasdaq All Markets,Micro-Cap
BWG,138532647.0,XNYS,New York Stock Exchange Inc,Micro-Cap
BWMN,534380746.0,XNAS,Nasdaq All Markets,Small-Cap
BWMX,476159127.0,XNAS,Nasdaq All Markets,Small-Cap
BWNB,124746700.0,XNYS,New York Stock Exchange Inc,Micro-Cap
BWSN,125499883.0,XNYS,New York Stock Exchange Inc,Micro-Cap
BWXT,7766690318.0,XNYS,New York Stock Exchange Inc,Mid-Cap
BX,88782556142.0,XNYS,New York Stock Exchange Inc,Large-Cap
BXC,1033828342.0,XNYS,New York Stock Exchange Inc,Small-Cap
BXMT,3197842695.0,XNYS,New York Stock Exchange Inc,Mid-Cap
BXMX,1362481928.0,XNYS,New York Stock Exchange Inc,Small-Cap
BXP,9851135099.0,XNYS,New York Stock Exchange Inc,Mid-Cap
BXSL,4994136238.0,XNYS,New York Stock Exchange Inc,Mid-Cap
BY,899908537.0,XNYS,New York Stock Exchange Inc,Small-Cap
BYD,6373760071.0,XNYS,New York Stock Exchange Inc,Mid-Cap
BYFC,307791739.0,XNAS,Nasdaq All Markets,Small-Cap
BYM,298105055.0,XNYS,New York Stock Exchange Inc,Micro-Cap
BYND,417256957.0,XNAS,Nasdaq All Markets,Small-Cap
BYNO,49879517.0,XNAS,Nasdaq All Markets,Micro-Cap
BYNOU,49879519.0,XNAS,Nasdaq All Markets,Micro-Cap
BYOB,6872400.0,XNAS,Nasdaq All Markets,Micro-Cap
BYON,1136248046.0,XNYS,New York Stock Exchange Inc,Small-Cap
BYRN,218231878.0,XNAS,Nasdaq All Markets,Micro-Cap
BYSI,52547517.0,XNAS,Nasdaq All Markets,Micro-Cap
BYU,26295899.0,XNAS,Nasdaq All Markets,Micro-Cap
BZ,5418776811.0,XNAS,Nasdaq All Markets,Mid-Cap
BZFD,24784374.0,XNAS,Nasdaq All Markets,Micro-Cap
BZFDW,28336847.0,XNAS,Nasdaq All Markets,Micro-Cap
